fecha,estado,casos
2020-03-02,COAHUILA,0
2020-03-03,COAHUILA,0
2020-03-04,COAHUILA,0
2020-03-05,COAHUILA,0
2020-03-06,COAHUILA,0
2020-03-07,COAHUILA,0
2020-03-08,COAHUILA,0
2020-03-09,COAHUILA,0
2020-03-10,COAHUILA,0
2020-03-11,COAHUILA,2
2020-03-12,COAHUILA,0
2020-03-13,COAHUILA,0
2020-03-14,COAHUILA,0
2020-03-15,COAHUILA,0
2020-03-16,COAHUILA,1
2020-03-17,COAHUILA,2
2020-03-18,COAHUILA,2
2020-03-19,COAHUILA,3
2020-03-20,COAHUILA,4
2020-03-21,COAHUILA,0
2020-03-22,COAHUILA,0
2020-03-23,COAHUILA,1
2020-03-24,COAHUILA,6
2020-03-25,COAHUILA,0
2020-03-26,COAHUILA,3
2020-03-27,COAHUILA,4
2020-03-28,COAHUILA,4
2020-03-29,COAHUILA,8
2020-03-30,COAHUILA,18
2020-03-31,COAHUILA,14
2020-04-01,COAHUILA,17
2020-04-02,COAHUILA,18
2020-04-03,COAHUILA,22
2020-04-04,COAHUILA,11
2020-04-05,COAHUILA,4
2020-04-06,COAHUILA,26
2020-04-07,COAHUILA,8
2020-04-08,COAHUILA,18
2020-04-09,COAHUILA,7
2020-04-10,COAHUILA,11
2020-04-11,COAHUILA,7
2020-04-12,COAHUILA,6
2020-04-13,COAHUILA,15
2020-04-14,COAHUILA,16
2020-04-15,COAHUILA,16
2020-04-16,COAHUILA,4
2020-04-17,COAHUILA,9
2020-04-18,COAHUILA,7
2020-04-19,COAHUILA,9
2020-04-20,COAHUILA,9
2020-04-21,COAHUILA,19
2020-04-22,COAHUILA,14
2020-04-23,COAHUILA,10
2020-04-24,COAHUILA,13
2020-04-25,COAHUILA,3
2020-04-26,COAHUILA,4
2020-04-27,COAHUILA,24
2020-04-28,COAHUILA,16
2020-04-29,COAHUILA,13
2020-04-30,COAHUILA,21
2020-05-01,COAHUILA,15
2020-05-02,COAHUILA,5
2020-05-03,COAHUILA,5
2020-05-04,COAHUILA,26
2020-05-05,COAHUILA,31
2020-05-06,COAHUILA,36
2020-05-07,COAHUILA,24
2020-05-08,COAHUILA,17
2020-05-09,COAHUILA,9
2020-05-10,COAHUILA,14
2020-05-11,COAHUILA,27
2020-05-12,COAHUILA,27
2020-05-13,COAHUILA,12
2020-05-14,COAHUILA,23
2020-05-15,COAHUILA,19
2020-05-16,COAHUILA,8
2020-05-17,COAHUILA,12
2020-05-18,COAHUILA,46
2020-05-19,COAHUILA,37
2020-05-20,COAHUILA,38
2020-05-21,COAHUILA,57
2020-05-22,COAHUILA,37
2020-05-23,COAHUILA,28
2020-05-24,COAHUILA,13
2020-05-25,COAHUILA,34
2020-05-26,COAHUILA,44
2020-05-27,COAHUILA,57
2020-05-28,COAHUILA,45
2020-05-29,COAHUILA,59
2020-05-30,COAHUILA,16
2020-05-31,COAHUILA,11
2020-06-01,COAHUILA,17
2020-06-02,COAHUILA,5
2020-06-03,COAHUILA,2
2020-06-04,COAHUILA,0
2020-02-28,COLIMA,0
2020-02-29,COLIMA,0
2020-03-01,COLIMA,0
2020-03-02,COLIMA,0
2020-03-03,COLIMA,0
2020-03-04,COLIMA,0
2020-03-05,COLIMA,0
2020-03-06,COLIMA,0
2020-03-07,COLIMA,0
2020-03-08,COLIMA,0
2020-03-09,COLIMA,0
2020-03-10,COLIMA,0
2020-03-11,COLIMA,0
2020-03-12,COLIMA,0
2020-03-13,COLIMA,0
2020-03-14,COLIMA,1
2020-03-15,COLIMA,0
2020-03-16,COLIMA,1
2020-03-17,COLIMA,0
2020-03-18,COLIMA,0
2020-03-19,COLIMA,0
2020-03-20,COLIMA,0
2020-03-21,COLIMA,0
2020-03-22,COLIMA,0
2020-03-23,COLIMA,0
2020-03-24,COLIMA,1
2020-03-25,COLIMA,0
2020-03-26,COLIMA,0
2020-03-27,COLIMA,0
2020-03-28,COLIMA,0
2020-03-29,COLIMA,0
2020-03-30,COLIMA,1
2020-03-31,COLIMA,1
2020-04-01,COLIMA,2
2020-04-02,COLIMA,0
2020-04-03,COLIMA,0
2020-04-04,COLIMA,0
2020-04-05,COLIMA,0
2020-04-06,COLIMA,0
2020-04-07,COLIMA,0
2020-04-08,COLIMA,0
2020-04-09,COLIMA,0
2020-04-10,COLIMA,0
2020-04-11,COLIMA,1
2020-04-12,COLIMA,2
2020-04-13,COLIMA,0
2020-04-14,COLIMA,0
2020-04-15,COLIMA,1
2020-04-16,COLIMA,2
2020-04-17,COLIMA,2
2020-04-18,COLIMA,1
2020-04-19,COLIMA,1
2020-04-20,COLIMA,1
2020-04-21,COLIMA,1
2020-04-22,COLIMA,1
2020-04-23,COLIMA,3
2020-04-24,COLIMA,2
2020-04-25,COLIMA,1
2020-04-26,COLIMA,0
2020-04-27,COLIMA,2
2020-04-28,COLIMA,0
2020-04-29,COLIMA,0
2020-04-30,COLIMA,3
2020-05-01,COLIMA,1
2020-05-02,COLIMA,0
2020-05-03,COLIMA,2
2020-05-04,COLIMA,3
2020-05-05,COLIMA,5
2020-05-06,COLIMA,1
2020-05-07,COLIMA,1
2020-05-08,COLIMA,2
2020-05-09,COLIMA,3
2020-05-10,COLIMA,1
2020-05-11,COLIMA,2
2020-05-12,COLIMA,6
2020-05-13,COLIMA,4
2020-05-14,COLIMA,12
2020-05-15,COLIMA,4
2020-05-16,COLIMA,3
2020-05-17,COLIMA,5
2020-05-18,COLIMA,7
2020-05-19,COLIMA,7
2020-05-20,COLIMA,8
2020-05-21,COLIMA,4
2020-05-22,COLIMA,7
2020-05-23,COLIMA,4
2020-05-24,COLIMA,6
2020-05-25,COLIMA,7
2020-05-26,COLIMA,7
2020-05-27,COLIMA,4
2020-05-28,COLIMA,7
2020-05-29,COLIMA,7
2020-05-30,COLIMA,4
2020-05-31,COLIMA,0
2020-06-01,COLIMA,7
2020-06-02,COLIMA,8
2020-06-03,COLIMA,0
2020-06-04,COLIMA,0
2020-02-28,DURANGO,0
2020-02-29,DURANGO,0
2020-03-01,DURANGO,0
2020-03-02,DURANGO,0
2020-03-03,DURANGO,0
2020-03-04,DURANGO,0
2020-03-05,DURANGO,0
2020-03-06,DURANGO,0
2020-03-07,DURANGO,0
2020-03-08,DURANGO,0
2020-03-09,DURANGO,0
2020-03-10,DURANGO,0
2020-03-11,DURANGO,1
2020-03-12,DURANGO,0
2020-03-13,DURANGO,1
2020-03-14,DURANGO,1
2020-03-15,DURANGO,0
2020-03-16,DURANGO,0
2020-03-17,DURANGO,1
2020-03-18,DURANGO,1
2020-03-19,DURANGO,0
2020-03-20,DURANGO,0
2020-03-21,DURANGO,1
2020-03-22,DURANGO,0
2020-03-23,DURANGO,1
2020-03-24,DURANGO,1
2020-03-25,DURANGO,1
2020-03-26,DURANGO,0
2020-03-27,DURANGO,0
2020-03-28,DURANGO,0
2020-03-29,DURANGO,0
2020-03-30,DURANGO,2
2020-03-31,DURANGO,2
2020-04-01,DURANGO,1
2020-04-02,DURANGO,0
2020-04-03,DURANGO,0
2020-04-04,DURANGO,0
2020-04-05,DURANGO,0
2020-04-06,DURANGO,1
2020-04-07,DURANGO,0
2020-04-08,DURANGO,0
2020-04-09,DURANGO,1
2020-04-10,DURANGO,0
2020-04-11,DURANGO,1
2020-04-12,DURANGO,0
2020-04-13,DURANGO,0
2020-04-14,DURANGO,0
2020-04-15,DURANGO,2
2020-04-16,DURANGO,2
2020-04-17,DURANGO,0
2020-04-18,DURANGO,2
2020-04-19,DURANGO,10
2020-04-20,DURANGO,4
2020-04-21,DURANGO,4
2020-04-22,DURANGO,2
2020-04-23,DURANGO,2
2020-04-24,DURANGO,2
2020-04-25,DURANGO,5
2020-04-26,DURANGO,8
2020-04-27,DURANGO,5
2020-04-28,DURANGO,3
2020-04-29,DURANGO,8
2020-04-30,DURANGO,2
2020-05-01,DURANGO,6
2020-05-02,DURANGO,6
2020-05-03,DURANGO,7
2020-05-04,DURANGO,3
2020-05-05,DURANGO,3
2020-05-06,DURANGO,5
2020-05-07,DURANGO,11
2020-05-08,DURANGO,10
2020-05-09,DURANGO,2
2020-05-10,DURANGO,1
2020-05-11,DURANGO,6
2020-05-12,DURANGO,11
2020-05-13,DURANGO,10
2020-05-14,DURANGO,7
2020-05-15,DURANGO,13
2020-05-16,DURANGO,1
2020-05-17,DURANGO,8
2020-05-18,DURANGO,8
2020-05-19,DURANGO,7
2020-05-20,DURANGO,20
2020-05-21,DURANGO,18
2020-05-22,DURANGO,22
2020-05-23,DURANGO,3
2020-05-24,DURANGO,13
2020-05-25,DURANGO,23
2020-05-26,DURANGO,19
2020-05-27,DURANGO,26
2020-05-28,DURANGO,19
2020-05-29,DURANGO,32
2020-05-30,DURANGO,31
2020-05-31,DURANGO,11
2020-06-01,DURANGO,34
2020-06-02,DURANGO,23
2020-06-03,DURANGO,1
2020-06-04,DURANGO,0
2020-02-28,GUANAJUATO,0
2020-02-29,GUANAJUATO,0
2020-03-01,GUANAJUATO,0
2020-03-02,GUANAJUATO,0
2020-03-03,GUANAJUATO,0
2020-03-04,GUANAJUATO,0
2020-03-05,GUANAJUATO,0
2020-03-06,GUANAJUATO,0
2020-03-07,GUANAJUATO,0
2020-03-08,GUANAJUATO,0
2020-03-09,GUANAJUATO,0
2020-03-10,GUANAJUATO,0
2020-03-11,GUANAJUATO,0
2020-03-12,GUANAJUATO,0
2020-03-13,GUANAJUATO,1
2020-03-14,GUANAJUATO,0
2020-03-15,GUANAJUATO,2
2020-03-16,GUANAJUATO,2
2020-03-17,GUANAJUATO,0
2020-03-18,GUANAJUATO,1
2020-03-19,GUANAJUATO,1
2020-03-20,GUANAJUATO,4
2020-03-21,GUANAJUATO,11
2020-03-22,GUANAJUATO,1
2020-03-23,GUANAJUATO,6
2020-03-24,GUANAJUATO,1
2020-03-25,GUANAJUATO,4
2020-03-26,GUANAJUATO,6
2020-03-27,GUANAJUATO,5
2020-03-28,GUANAJUATO,4
2020-03-29,GUANAJUATO,1
2020-03-30,GUANAJUATO,4
2020-03-31,GUANAJUATO,2
2020-04-01,GUANAJUATO,1
2020-04-02,GUANAJUATO,2
2020-04-03,GUANAJUATO,5
2020-04-04,GUANAJUATO,3
2020-04-05,GUANAJUATO,3
2020-04-06,GUANAJUATO,7
2020-04-07,GUANAJUATO,6
2020-04-08,GUANAJUATO,8
2020-04-09,GUANAJUATO,2
2020-04-10,GUANAJUATO,2
2020-04-11,GUANAJUATO,4
2020-04-12,GUANAJUATO,1
2020-04-13,GUANAJUATO,4
2020-04-14,GUANAJUATO,4
2020-04-15,GUANAJUATO,13
2020-04-16,GUANAJUATO,14
2020-04-17,GUANAJUATO,29
2020-04-18,GUANAJUATO,10
2020-04-19,GUANAJUATO,10
2020-04-20,GUANAJUATO,14
2020-04-21,GUANAJUATO,10
2020-04-22,GUANAJUATO,13
2020-04-23,GUANAJUATO,9
2020-04-24,GUANAJUATO,12
2020-04-25,GUANAJUATO,11
2020-04-26,GUANAJUATO,7
2020-04-27,GUANAJUATO,26
2020-04-28,GUANAJUATO,17
2020-04-29,GUANAJUATO,14
2020-04-30,GUANAJUATO,16
2020-05-01,GUANAJUATO,14
2020-05-02,GUANAJUATO,9
2020-05-03,GUANAJUATO,11
2020-05-04,GUANAJUATO,33
2020-05-05,GUANAJUATO,23
2020-05-06,GUANAJUATO,29
2020-05-07,GUANAJUATO,37
2020-05-08,GUANAJUATO,43
2020-05-09,GUANAJUATO,27
2020-05-10,GUANAJUATO,22
2020-05-11,GUANAJUATO,40
2020-05-12,GUANAJUATO,52
2020-05-13,GUANAJUATO,41
2020-05-14,GUANAJUATO,52
2020-05-15,GUANAJUATO,38
2020-05-16,GUANAJUATO,33
2020-05-17,GUANAJUATO,20
2020-05-18,GUANAJUATO,55
2020-05-19,GUANAJUATO,70
2020-05-20,GUANAJUATO,57
2020-05-21,GUANAJUATO,61
2020-05-22,GUANAJUATO,53
2020-05-23,GUANAJUATO,52
2020-05-24,GUANAJUATO,21
2020-05-25,GUANAJUATO,113
2020-05-26,GUANAJUATO,92
2020-05-27,GUANAJUATO,99
2020-05-28,GUANAJUATO,133
2020-05-29,GUANAJUATO,128
2020-05-30,GUANAJUATO,81
2020-05-31,GUANAJUATO,42
2020-06-01,GUANAJUATO,124
2020-06-02,GUANAJUATO,86
2020-06-03,GUANAJUATO,11
2020-06-04,GUANAJUATO,0
2020-02-28,GUERRERO,0
2020-02-29,GUERRERO,0
2020-03-01,GUERRERO,0
2020-03-02,GUERRERO,0
2020-03-03,GUERRERO,0
2020-03-04,GUERRERO,0
2020-03-05,GUERRERO,0
2020-03-06,GUERRERO,0
2020-03-07,GUERRERO,0
2020-03-08,GUERRERO,0
2020-03-09,GUERRERO,0
2020-03-10,GUERRERO,0
2020-03-11,GUERRERO,0
2020-03-12,GUERRERO,0
2020-03-13,GUERRERO,2
2020-03-14,GUERRERO,0
2020-03-15,GUERRERO,0
2020-03-16,GUERRERO,2
2020-03-17,GUERRERO,5
2020-03-18,GUERRERO,1
2020-03-19,GUERRERO,0
2020-03-20,GUERRERO,0
2020-03-21,GUERRERO,1
2020-03-22,GUERRERO,0
2020-03-23,GUERRERO,1
2020-03-24,GUERRERO,0
2020-03-25,GUERRERO,3
2020-03-26,GUERRERO,4
2020-03-27,GUERRERO,3
2020-03-28,GUERRERO,3
2020-03-29,GUERRERO,1
2020-03-30,GUERRERO,2
2020-03-31,GUERRERO,4
2020-04-01,GUERRERO,3
2020-04-02,GUERRERO,1
2020-04-03,GUERRERO,1
2020-04-04,GUERRERO,2
2020-04-05,GUERRERO,3
2020-04-06,GUERRERO,8
2020-04-07,GUERRERO,11
2020-04-08,GUERRERO,6
2020-04-09,GUERRERO,7
2020-04-10,GUERRERO,5
2020-04-11,GUERRERO,5
2020-04-12,GUERRERO,12
2020-04-13,GUERRERO,17
2020-04-14,GUERRERO,7
2020-04-15,GUERRERO,4
2020-04-16,GUERRERO,11
2020-04-17,GUERRERO,13
2020-04-18,GUERRERO,8
2020-04-19,GUERRERO,6
2020-04-20,GUERRERO,16
2020-04-21,GUERRERO,7
2020-04-22,GUERRERO,13
2020-04-23,GUERRERO,19
2020-04-24,GUERRERO,25
2020-04-25,GUERRERO,13
2020-04-26,GUERRERO,18
2020-04-27,GUERRERO,26
2020-04-28,GUERRERO,26
2020-04-29,GUERRERO,31
2020-04-30,GUERRERO,18
2020-05-01,GUERRERO,13
2020-05-02,GUERRERO,39
2020-05-03,GUERRERO,28
2020-05-04,GUERRERO,52
2020-05-05,GUERRERO,28
2020-05-06,GUERRERO,45
2020-05-07,GUERRERO,36
2020-05-08,GUERRERO,40
2020-05-09,GUERRERO,34
2020-05-10,GUERRERO,33
2020-05-11,GUERRERO,45
2020-05-12,GUERRERO,56
2020-05-13,GUERRERO,46
2020-05-14,GUERRERO,67
2020-05-15,GUERRERO,56
2020-05-16,GUERRERO,50
2020-05-17,GUERRERO,40
2020-05-18,GUERRERO,124
2020-05-19,GUERRERO,107
2020-05-20,GUERRERO,140
2020-05-21,GUERRERO,133
2020-05-22,GUERRERO,118
2020-05-23,GUERRERO,60
2020-05-24,GUERRERO,65
2020-05-25,GUERRERO,114
2020-05-26,GUERRERO,93
2020-05-27,GUERRERO,64
2020-05-28,GUERRERO,46
2020-05-29,GUERRERO,2
2020-05-30,GUERRERO,3
2020-05-31,GUERRERO,1
2020-06-01,GUERRERO,3
2020-06-02,GUERRERO,2
2020-06-03,GUERRERO,1
2020-06-04,GUERRERO,0
2020-02-28,HIDALGO,0
2020-02-29,HIDALGO,0
2020-03-01,HIDALGO,0
2020-03-02,HIDALGO,0
2020-03-03,HIDALGO,0
2020-03-04,HIDALGO,0
2020-03-05,HIDALGO,0
2020-03-06,HIDALGO,0
2020-03-07,HIDALGO,0
2020-03-08,HIDALGO,0
2020-03-09,HIDALGO,0
2020-03-10,HIDALGO,0
2020-03-11,HIDALGO,0
2020-03-12,HIDALGO,0
2020-03-13,HIDALGO,0
2020-03-14,HIDALGO,0
2020-03-15,HIDALGO,1
2020-03-16,HIDALGO,0
2020-03-17,HIDALGO,2
2020-03-18,HIDALGO,0
2020-03-19,HIDALGO,0
2020-03-20,HIDALGO,3
2020-03-21,HIDALGO,3
2020-03-22,HIDALGO,0
2020-03-23,HIDALGO,1
2020-03-24,HIDALGO,1
2020-03-25,HIDALGO,5
2020-03-26,HIDALGO,4
2020-03-27,HIDALGO,4
2020-03-28,HIDALGO,0
2020-03-29,HIDALGO,2
2020-03-30,HIDALGO,7
2020-03-31,HIDALGO,7
2020-04-01,HIDALGO,5
2020-04-02,HIDALGO,1
2020-04-03,HIDALGO,3
2020-04-04,HIDALGO,2
2020-04-05,HIDALGO,2
2020-04-06,HIDALGO,3
2020-04-07,HIDALGO,3
2020-04-08,HIDALGO,1
2020-04-09,HIDALGO,0
2020-04-10,HIDALGO,7
2020-04-11,HIDALGO,3
2020-04-12,HIDALGO,4
2020-04-13,HIDALGO,7
2020-04-14,HIDALGO,9
2020-04-15,HIDALGO,4
2020-04-16,HIDALGO,5
2020-04-17,HIDALGO,9
2020-04-18,HIDALGO,6
2020-04-19,HIDALGO,14
2020-04-20,HIDALGO,16
2020-04-21,HIDALGO,11
2020-04-22,HIDALGO,15
2020-04-23,HIDALGO,19
2020-04-24,HIDALGO,18
2020-04-25,HIDALGO,24
2020-04-26,HIDALGO,18
2020-04-27,HIDALGO,23
2020-04-28,HIDALGO,22
2020-04-29,HIDALGO,26
2020-04-30,HIDALGO,31
2020-05-01,HIDALGO,26
2020-05-02,HIDALGO,21
2020-05-03,HIDALGO,28
2020-05-04,HIDALGO,33
2020-05-05,HIDALGO,29
2020-05-06,HIDALGO,40
2020-05-07,HIDALGO,37
2020-05-08,HIDALGO,32
2020-05-09,HIDALGO,23
2020-05-10,HIDALGO,24
2020-05-11,HIDALGO,49
2020-05-12,HIDALGO,55
2020-05-13,HIDALGO,45
2020-05-14,HIDALGO,67
2020-05-15,HIDALGO,78
2020-05-16,HIDALGO,51
2020-05-17,HIDALGO,26
2020-05-18,HIDALGO,81
2020-05-19,HIDALGO,71
2020-05-20,HIDALGO,74
2020-05-21,HIDALGO,95
2020-05-22,HIDALGO,75
2020-05-23,HIDALGO,45
2020-05-24,HIDALGO,40
2020-05-25,HIDALGO,82
2020-05-26,HIDALGO,69
2020-05-27,HIDALGO,76
2020-05-28,HIDALGO,94
2020-05-29,HIDALGO,67
2020-05-30,HIDALGO,42
2020-05-31,HIDALGO,29
2020-06-01,HIDALGO,67
2020-06-02,HIDALGO,36
2020-06-03,HIDALGO,18
2020-06-04,HIDALGO,0
2020-02-28,JALISCO,0
2020-02-29,JALISCO,0
2020-03-01,JALISCO,0
2020-03-02,JALISCO,0
2020-03-03,JALISCO,0
2020-03-04,JALISCO,0
2020-03-05,JALISCO,0
2020-03-06,JALISCO,0
2020-03-07,JALISCO,0
2020-03-08,JALISCO,0
2020-03-09,JALISCO,0
2020-03-10,JALISCO,0
2020-03-11,JALISCO,1
2020-03-12,JALISCO,3
2020-03-13,JALISCO,3
2020-03-14,JALISCO,5
2020-03-15,JALISCO,2
2020-03-16,JALISCO,12
2020-03-17,JALISCO,6
2020-03-18,JALISCO,17
2020-03-19,JALISCO,10
2020-03-20,JALISCO,5
2020-03-21,JALISCO,1
2020-03-22,JALISCO,3
2020-03-23,JALISCO,8
2020-03-24,JALISCO,7
2020-03-25,JALISCO,7
2020-03-26,JALISCO,6
2020-03-27,JALISCO,7
2020-03-28,JALISCO,2
2020-03-29,JALISCO,2
2020-03-30,JALISCO,7
2020-03-31,JALISCO,7
2020-04-01,JALISCO,2
2020-04-02,JALISCO,8
2020-04-03,JALISCO,10
2020-04-04,JALISCO,2
2020-04-05,JALISCO,2
2020-04-06,JALISCO,3
2020-04-07,JALISCO,6
2020-04-08,JALISCO,9
2020-04-09,JALISCO,5
2020-04-10,JALISCO,8
2020-04-11,JALISCO,5
2020-04-12,JALISCO,5
2020-04-13,JALISCO,10
2020-04-14,JALISCO,4
2020-04-15,JALISCO,11
2020-04-16,JALISCO,8
2020-04-17,JALISCO,14
2020-04-18,JALISCO,7
2020-04-19,JALISCO,3
2020-04-20,JALISCO,9
2020-04-21,JALISCO,16
2020-04-22,JALISCO,25
2020-04-23,JALISCO,19
2020-04-24,JALISCO,32
2020-04-25,JALISCO,9
2020-04-26,JALISCO,9
2020-04-27,JALISCO,22
2020-04-28,JALISCO,14
2020-04-29,JALISCO,21
2020-04-30,JALISCO,26
2020-05-01,JALISCO,15
2020-05-02,JALISCO,27
2020-05-03,JALISCO,16
2020-05-04,JALISCO,27
2020-05-05,JALISCO,20
2020-05-06,JALISCO,25
2020-05-07,JALISCO,49
2020-05-08,JALISCO,26
2020-05-09,JALISCO,28
2020-05-10,JALISCO,21
2020-05-11,JALISCO,49
2020-05-12,JALISCO,37
2020-05-13,JALISCO,29
2020-05-14,JALISCO,56
2020-05-15,JALISCO,62
2020-05-16,JALISCO,17
2020-05-17,JALISCO,30
2020-05-18,JALISCO,54
2020-05-19,JALISCO,71
2020-05-20,JALISCO,58
2020-05-21,JALISCO,61
2020-05-22,JALISCO,73
2020-05-23,JALISCO,40
2020-05-24,JALISCO,35
2020-05-25,JALISCO,85
2020-05-26,JALISCO,123
2020-05-27,JALISCO,135
2020-05-28,JALISCO,109
2020-05-29,JALISCO,144
2020-05-30,JALISCO,117
2020-05-31,JALISCO,56
2020-06-01,JALISCO,138
2020-06-02,JALISCO,8
2020-06-03,JALISCO,3
2020-06-04,JALISCO,0
2020-02-28,MEXICO,1
2020-02-29,MEXICO,0
2020-03-01,MEXICO,0
2020-03-02,MEXICO,1
2020-03-03,MEXICO,0
2020-03-04,MEXICO,2
2020-03-05,MEXICO,0
2020-03-06,MEXICO,0
2020-03-07,MEXICO,0
2020-03-08,MEXICO,2
2020-03-09,MEXICO,1
2020-03-10,MEXICO,2
2020-03-11,MEXICO,2
2020-03-12,MEXICO,3
2020-03-13,MEXICO,12
2020-03-14,MEXICO,4
2020-03-15,MEXICO,10
2020-03-16,MEXICO,6
2020-03-17,MEXICO,7
2020-03-18,MEXICO,6
2020-03-19,MEXICO,12
2020-03-20,MEXICO,10
2020-03-21,MEXICO,5
2020-03-22,MEXICO,5
2020-03-23,MEXICO,14
2020-03-24,MEXICO,23
2020-03-25,MEXICO,25
2020-03-26,MEXICO,28
2020-03-27,MEXICO,43
2020-03-28,MEXICO,27
2020-03-29,MEXICO,18
2020-03-30,MEXICO,50
2020-03-31,MEXICO,33
2020-04-01,MEXICO,50
2020-04-02,MEXICO,48
2020-04-03,MEXICO,49
2020-04-04,MEXICO,34
2020-04-05,MEXICO,40
2020-04-06,MEXICO,82
2020-04-07,MEXICO,71
2020-04-08,MEXICO,88
2020-04-09,MEXICO,56
2020-04-10,MEXICO,88
2020-04-11,MEXICO,76
2020-04-12,MEXICO,85
2020-04-13,MEXICO,152
2020-04-14,MEXICO,159
2020-04-15,MEXICO,175
2020-04-16,MEXICO,181
2020-04-17,MEXICO,154
2020-04-18,MEXICO,159
2020-04-19,MEXICO,153
2020-04-20,MEXICO,255
2020-04-21,MEXICO,269
2020-04-22,MEXICO,244
2020-04-23,MEXICO,255
2020-04-24,MEXICO,302
2020-04-25,MEXICO,188
2020-04-26,MEXICO,196
2020-04-27,MEXICO,328
2020-04-28,MEXICO,321
2020-04-29,MEXICO,306
2020-04-30,MEXICO,286
2020-05-01,MEXICO,252
2020-05-02,MEXICO,218
2020-05-03,MEXICO,222
2020-05-04,MEXICO,468
2020-05-05,MEXICO,316
2020-05-06,MEXICO,310
2020-05-07,MEXICO,403
2020-05-08,MEXICO,399
2020-05-09,MEXICO,230
2020-05-10,MEXICO,198
2020-05-11,MEXICO,526
2020-05-12,MEXICO,481
2020-05-13,MEXICO,516
2020-05-14,MEXICO,436
2020-05-15,MEXICO,462
2020-05-16,MEXICO,251
2020-05-17,MEXICO,254
2020-05-18,MEXICO,542
2020-05-19,MEXICO,433
2020-05-20,MEXICO,477
2020-05-21,MEXICO,510
2020-05-22,MEXICO,529
2020-05-23,MEXICO,212
2020-05-24,MEXICO,271
2020-05-25,MEXICO,641
2020-05-26,MEXICO,513
2020-05-27,MEXICO,561
2020-05-28,MEXICO,455
2020-05-29,MEXICO,394
2020-05-30,MEXICO,138
2020-05-31,MEXICO,74
2020-06-01,MEXICO,175
2020-06-02,MEXICO,65
2020-06-03,MEXICO,17
2020-06-04,MEXICO,7
2020-02-28,MICHOACAN,0
2020-02-29,MICHOACAN,0
2020-03-01,MICHOACAN,0
2020-03-02,MICHOACAN,0
2020-03-03,MICHOACAN,0
2020-03-04,MICHOACAN,0
2020-03-05,MICHOACAN,0
2020-03-06,MICHOACAN,0
2020-03-07,MICHOACAN,0
2020-03-08,MICHOACAN,0
2020-03-09,MICHOACAN,0
2020-03-10,MICHOACAN,0
2020-03-11,MICHOACAN,0
2020-03-12,MICHOACAN,0
2020-03-13,MICHOACAN,0
2020-03-14,MICHOACAN,0
2020-03-15,MICHOACAN,0
2020-03-16,MICHOACAN,0
2020-03-17,MICHOACAN,0
2020-03-18,MICHOACAN,1
2020-03-19,MICHOACAN,1
2020-03-20,MICHOACAN,2
2020-03-21,MICHOACAN,5
2020-03-22,MICHOACAN,0
2020-03-23,MICHOACAN,3
2020-03-24,MICHOACAN,3
2020-03-25,MICHOACAN,2
2020-03-26,MICHOACAN,3
2020-03-27,MICHOACAN,1
2020-03-28,MICHOACAN,1
2020-03-29,MICHOACAN,3
2020-03-30,MICHOACAN,0
2020-03-31,MICHOACAN,4
2020-04-01,MICHOACAN,4
2020-04-02,MICHOACAN,1
2020-04-03,MICHOACAN,6
2020-04-04,MICHOACAN,2
2020-04-05,MICHOACAN,2
2020-04-06,MICHOACAN,6
2020-04-07,MICHOACAN,6
2020-04-08,MICHOACAN,4
2020-04-09,MICHOACAN,9
2020-04-10,MICHOACAN,3
2020-04-11,MICHOACAN,2
2020-04-12,MICHOACAN,4
2020-04-13,MICHOACAN,12
2020-04-14,MICHOACAN,16
2020-04-15,MICHOACAN,9
2020-04-16,MICHOACAN,8
2020-04-17,MICHOACAN,14
2020-04-18,MICHOACAN,7
2020-04-19,MICHOACAN,8
2020-04-20,MICHOACAN,28
2020-04-21,MICHOACAN,12
2020-04-22,MICHOACAN,12
2020-04-23,MICHOACAN,19
2020-04-24,MICHOACAN,22
2020-04-25,MICHOACAN,27
2020-04-26,MICHOACAN,20
2020-04-27,MICHOACAN,32
2020-04-28,MICHOACAN,29
2020-04-29,MICHOACAN,23
2020-04-30,MICHOACAN,26
2020-05-01,MICHOACAN,24
2020-05-02,MICHOACAN,16
2020-05-03,MICHOACAN,27
2020-05-04,MICHOACAN,42
2020-05-05,MICHOACAN,20
2020-05-06,MICHOACAN,34
2020-05-07,MICHOACAN,29
2020-05-08,MICHOACAN,43
2020-05-09,MICHOACAN,44
2020-05-10,MICHOACAN,26
2020-05-11,MICHOACAN,69
2020-05-12,MICHOACAN,58
2020-05-13,MICHOACAN,100
2020-05-14,MICHOACAN,77
2020-05-15,MICHOACAN,102
2020-05-16,MICHOACAN,44
2020-05-17,MICHOACAN,27
2020-05-18,MICHOACAN,66
2020-05-19,MICHOACAN,67
2020-05-20,MICHOACAN,99
2020-05-21,MICHOACAN,78
2020-05-22,MICHOACAN,97
2020-05-23,MICHOACAN,20
2020-05-24,MICHOACAN,34
2020-05-25,MICHOACAN,115
2020-05-26,MICHOACAN,101
2020-05-27,MICHOACAN,86
2020-05-28,MICHOACAN,105
2020-05-29,MICHOACAN,102
2020-05-30,MICHOACAN,21
2020-05-31,MICHOACAN,24
2020-06-01,MICHOACAN,12
2020-06-02,MICHOACAN,1
2020-06-03,MICHOACAN,1
2020-06-04,MICHOACAN,0
2020-02-28,MORELOS,0
